Full Name,Name,Status,Duration,Error,Stack Trace,Steps,Parent Suite,Suite,Sub Suite,Epic,Feature,Story
"tests.test_usage#test_aggregate_by_tier","test_aggregate_by_tier","passed","1ms",,,,"tests","test_usage",,,,
"tests.test_usage#test_append_event","test_append_event","passed","0s",,,,"tests","test_usage",,,,
"tests.test_usage#test_append_failure","test_append_failure","passed","0s",,,,"tests","test_usage",,,,
"tests.test_usage#test_append_rotates_before_write","test_append_rotates_before_write","passed","0s",,,,"tests","test_usage",,,,
"tests.test_context_audit#test_audit_context_finds_rules","test_audit_context_finds_rules","passed","1ms",,,,"tests","test_context_audit",,,,
"tests.test_usage#test_build_route_event_truncates_task","test_build_route_event_truncates_task","passed","3ms",,,,"tests","test_usage",,,,
"tests.test_security#test_build_tool_command_quotes_root","test_build_tool_command_quotes_root","passed","1ms",,,,"tests","test_security",,,,
"tests.test_search#test_build_tool_command_uses_identifier_not_phrase","test_build_tool_command_uses_identifier_not_phrase","passed","2ms",,,,"tests","test_search",,,,
"tests.test_cli#test_cli_help","test_cli_help","passed","110ms",,,,"tests","test_cli",,,,
"tests.test_cli#test_cli_pipeline_list","test_cli_pipeline_list","passed","107ms",,,,"tests","test_cli",,,,
"tests.test_cli#test_cli_route_tool","test_cli_route_tool","passed","322ms",,,,"tests","test_cli",,,,
"tests.test_tokens#test_collect_paths_skips_git","test_collect_paths_skips_git","passed","1ms",,,,"tests","test_tokens",,,,
"tests.test_prompt_compress#test_compress_heuristic_drops_filler_lines","test_compress_heuristic_drops_filler_lines","passed","0s",,,,"tests","test_prompt_compress",,,,
"tests.test_prompt_compress#test_compress_prompt_detail_heuristic","test_compress_prompt_detail_heuristic","passed","0s",,,,"tests","test_prompt_compress",,,,
"tests.test_tokens#test_count_texts_batch_matches_single","test_count_texts_batch_matches_single","passed","1ms",,,,"tests","test_tokens",,,,
"tests.test_tokens#test_count_tokens_uses_tiktoken","test_count_tokens_uses_tiktoken","passed","0s",,,,"tests","test_tokens",,,,
"tests.test_usage#test_cursor_baseline_includes_overhead","test_cursor_baseline_includes_overhead","passed","1ms",,,,"tests","test_usage",,,,
"tests.test_usage#test_cursor_saved_cursor","test_cursor_saved_cursor","passed","0s",,,,"tests","test_usage",,,,
"tests.test_usage#test_cursor_saved_tool","test_cursor_saved_tool","passed","1ms",,,,"tests","test_usage",,,,
